Week Ending Date,Report Date,Date,Weighted Prices,Sales
03/08/2014,03/12/2014,02/08,1.8365,"4,137,726"
03/08/2014,03/12/2014,02/15,1.8595,"3,700,636"
03/08/2014,03/12/2014,02/22,1.8370,"2,759,228"
03/08/2014,03/12/2014,03/01,1.8083,"3,947,808"
03/08/2014,03/12/2014,03/08,1.8242,"2,799,829"
03/01/2014,03/05/2014,03/01,1.8092,"3,947,808"
03/01/2014,03/05/2014,02/22,1.8231,"2,717,892"
03/01/2014,03/05/2014,02/15,1.8585,"3,615,263"
03/01/2014,03/05/2014,02/08,1.8365,"4,137,726"
03/01/2014,03/05/2014,02/01,1.7990,"3,348,407"
02/22/2014,02/26/2014,01/25,1.6699,"6,118,325"
02/22/2014,02/26/2014,02/01,1.7959,"3,443,205"
02/22/2014,02/26/2014,02/08,1.8375,"4,203,864"
02/22/2014,02/26/2014,02/15,1.8589,"3,598,784"
02/22/2014,02/26/2014,02/22,1.8369,"2,676,556"
02/15/2014,02/20/2014,02/15,1.8595,"3,593,879"
02/15/2014,02/20/2014,02/08,1.8375,"4,203,864"
02/15/2014,02/20/2014,02/01,1.7959,"3,443,205"
02/15/2014,02/20/2014,01/25,1.6699,"6,118,325"
02/15/2014,02/20/2014,01/18,1.6210,"2,890,009"
02/08/2014,02/12/2014,01/11,1.5705,"3,468,528"
02/08/2014,02/12/2014,01/18,1.6210,"2,890,009"
02/08/2014,02/12/2014,01/25,1.6699,"6,118,325"
02/08/2014,02/12/2014,02/01,1.7916,"3,273,890"
02/08/2014,02/12/2014,02/08,1.8353,"4,079,855"
02/01/2014,02/05/2014,02/01,1.7916,"3,273,890"
02/01/2014,02/05/2014,01/25,1.6689,"5,994,315"
02/01/2014,02/05/2014,01/18,1.6210,"2,890,009"
02/01/2014,02/05/2014,01/11,1.5702,"3,548,444"
02/01/2014,02/05/2014,01/04,1.5682,"3,145,573"
01/25/2014,01/29/2014,12/28,1.5730,"1,522,697"
01/25/2014,01/29/2014,01/04,1.5683,"3,145,572"
01/25/2014,01/29/2014,01/11,1.5702,"3,548,444"
01/25/2014,01/29/2014,01/18,1.6244,"2,747,592"
01/25/2014,01/29/2014,01/25,1.6689,"5,994,315"
01/18/2014,01/23/2014,01/18,1.6244,"2,747,592"
01/18/2014,01/23/2014,01/11,1.5703,"3,548,444"
01/18/2014,01/23/2014,01/04,1.5683,"3,145,572"
01/18/2014,01/23/2014,12/28,1.5730,"1,522,697"
01/18/2014,01/23/2014,12/21,1.6392,"1,270,376"
01/11/2014,01/15/2014,12/14,1.6297,"3,553,051"
01/11/2014,01/15/2014,12/21,1.6392,"1,270,376"
01/11/2014,01/15/2014,12/28,1.5730,"1,522,697"
01/11/2014,01/15/2014,01/04,1.5683,"3,145,572"
01/11/2014,01/15/2014,01/11,1.5750,"2,886,773"
01/04/2014,01/08/2014,01/04,1.5698,"3,062,899"
01/04/2014,01/08/2014,12/28,1.5730,"1,522,697"
01/04/2014,01/08/2014,12/21,1.6465,"1,149,233"
